1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.6609	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.5866	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.2331	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.8046	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	35.3626	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.4526	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.1087	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	35.0907	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	35.0799	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	35.1859	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.4957	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.8159	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.8	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.4111	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.7224	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.7885	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.3703	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.6319	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.604	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.4059	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.7463	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.267	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	35.3743	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.4646	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.16	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	35.231	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.8915	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	35.0504	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.395	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.7467	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	35.1793	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	35.1302	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.5653	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	35.5909	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.9574	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.442	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	35.037	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.856	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.2273	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.4399	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.7774	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.7871	32.0253
1	 13 10 2 16 12 1 5 8 14 7 6 9 11 3 15 4 0.001	34.6138	32.0253
